DC_PRODUTO,TOKENS,TAGS,text
BARROTE MADEIRA SERR EM SARRAFOS,"['BARROTE', 'MADEIRA', 'SERR', 'EM', 'SARRAFOS']","[0, 0, 0, 0, 0]",barrote madeira serr em sarrafos
MACARANDUBA MADEIRA SERRADA CAIBRO,"['MACARANDUBA', 'MADEIRA', 'SERRADA', 'CAIBRO']","[0, 0, 0, 0]",macaranduba madeira serrada caibro
AMAPA SERRADO (VIGA),"['AMAPA', 'SERRADO', '(VIGA)']","[0, 0, 0]",amapa serrado (viga)
"JANELA JAT. LAMBRI 1,50X0,80","['JANELA', 'JAT.', 'LAMBRI', '1,50X0,80']","[0, 0, 0, 0]","janela jat. lambri 1,50x0,80"
MADEIRA SERRADA EM TABUA NA ESPECIE IPE,"['MADEIRA', 'SERRADA', 'EM', 'TABUA', 'NA', 'ESPECIE', 'IPE']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada em tabua na especie ipe
RIPAS ANGELIM 5X1(RIPAS) - MT,"['RIPAS', 'ANGELIM', '5X1(RIPAS)', '-', 'MT']","[0, 0, 0, 0, 0]",ripas angelim 5x1(ripas) - mt
QUARUBARANA SERRADA EM SARRAFOS,"['QUARUBARANA', 'SERRADA', 'EM', 'SARRAFOS']","[0, 0, 0, 0]",quarubarana serrada em sarrafos
ANGELIM PEDRA SERRADO EM VIGOTA,"['ANGELIM', 'PEDRA', 'SERRADO', 'EM', 'VIGOTA']","[0, 0, 0, 0, 0]",angelim pedra serrado em vigota
LOURO MADEIRA SERRADA EM  (CAIBRO),"['LOURO', 'MADEIRA', 'SERRADA', 'EM', '(CAIBRO)']","[0, 0, 0, 0, 0]",louro madeira serrada em  (caibro)
MADEIRA SERRADA EM CAIBROS DA ESSENCIA BARROTE (TETRAGASTRIS PANAMENSIS (ENGL.),"['MADEIRA', 'SERRADA', 'EM', 'CAIBROS', 'DA', 'ESSENCIA', 'BARROTE', '(TETRAGASTRIS', 'PANAMENSIS', '(ENGL.)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em caibros da essencia barrote (tetragastris panamensis (engl.)
PEQUIARANA SERRADA EM RIPAS,"['PEQUIARANA', 'SERRADA', 'EM', 'RIPAS']","[0, 0, 0, 0]",pequiarana serrada em ripas
TABUA MELHOR 23,"['TABUA', 'MELHOR', '23']","[0, 0, 0]",tabua melhor 23
ANDIROBA SERRADA - TABUAS,"['ANDIROBA', 'SERRADA', '-', 'TABUAS']","[0, 0, 0, 0]",andiroba serrada - tabuas
MADEIRA SERRADA DA ESPECIE PEQUIA TIPO SARRAFOS,"['MADEIRA', 'SERRADA', 'DA', 'ESPECIE', 'PEQUIA', 'TIPO', 'SARRAFOS']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada da especie pequia tipo sarrafos
AMESCLAO - SARRAFOS,"['AMESCLAO', '-', 'SARRAFOS']","[0, 0, 0]",amesclao - sarrafos
MADEIRA SERRADA DA ESPECIE MACARANDUBA TIPO BLOCO,"['MADEIRA', 'SERRADA', 'DA', 'ESPECIE', 'MACARANDUBA', 'TIPO', 'BLOCO']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada da especie macaranduba tipo bloco
MAPARAJUBA SERRADA EM SARRAFO,"['MAPARAJUBA', 'SERRADA', 'EM', 'SARRAFO']","[0, 0, 0, 0]",maparajuba serrada em sarrafo
MARGONCALO SERRADO EM VIGOTAS,"['MARGONCALO', 'SERRADO', 'EM', 'VIGOTAS']","[0, 0, 0, 0]",margoncalo serrado em vigotas
LOURO-FAIA SERRADO EM VIGOTA,"['LOURO-FAIA', 'SERRADO', 'EM', 'VIGOTA']","[0, 0, 0, 0]",louro-faia serrado em vigota
CX. PORTA 70CM MASSARANDUBA,"['CX.', 'PORTA', '70CM', 'MASSARANDUBA']","[0, 0, 0, 0]",cx. porta 70cm massaranduba
MADEIRA SERRADA EM RIPAS DA ESSENCIA MAÇARANDUBA (MANILKARA HUBERI (DUCKE) CHEVALIER),"['MADEIRA', 'SERRADA', 'EM', 'RIPAS', 'DA', 'ESSENCIA', 'MAÇARANDUBA', '(MANILKARA', 'HUBERI', '(DUCKE)', 'CHEVALIER)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em ripas da essencia macaranduba (manilkara huberi (ducke) chevalier)
"RIPA MISTA 1 X 5CM - COM 0,06","['RIPA', 'MISTA', '1', 'X', '5CM', '-', 'COM', '0,06']","[0, 0, 0, 0, 0, 0, 0, 0]","ripa mista 1 x 5cm - com 0,06"
"RIPA MIXTA 6,0MT X1,2CM -MADEIRA","['RIPA', 'MIXTA', '6,0MT', 'X1,2CM', '-MADEIRA']","[0, 0, 0, 0, 0]","ripa mixta 6,0mt x1,2cm -madeira"
LINHA MASSARANDUBA  6X14,"['LINHA', 'MASSARANDUBA', '6X14']","[0, 0, 0]",linha massaranduba  6x14
FAVA ORELHA DE MACACO SERRADA EM RIPAS,"['FAVA', 'ORELHA', 'DE', 'MACACO', 'SERRADA', 'EM', 'RIPAS']","[0, 0, 0, 0, 0, 0, 0]",fava orelha de macaco serrada em ripas
CAIXA DE PORTA MONTADA MASS 210X80,"['CAIXA', 'DE', 'PORTA', 'MONTADA', 'MASS', '210X80']","[0, 0, 0, 0, 0, 0]",caixa de porta montada mass 210x80
MADEIRA SERRADA  (PRANCHA)- DA ESPÉCIE - BREU,"['MADEIRA', 'SERRADA', '(PRANCHA)-', 'DA', 'ESPÉCIE', '-', 'BREU']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada  (prancha)- da especie - breu
MADEIRA SERRADA TIPO PRANCHAS ESP. JATOBA HYMENAEA COURBARIL L.,"['MADEIRA', 'SERRADA', 'TIPO', 'PRANCHAS', 'ESP.', 'JATOBA', 'HYMENAEA', 'COURBARIL', 'L.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada tipo pranchas esp. jatoba hymenaea courbaril l.
ANGELIM VERMELHO SERR. SERRAFOS,"['ANGELIM', 'VERMELHO', 'SERR.', 'SERRAFOS']","[0, 0, 0, 0]",angelim vermelho serr. serrafos
MADEIRA JATOBA - SARRAFO,"['MADEIRA', 'JATOBA', '-', 'SARRAFO']","[0, 0, 0, 0]",madeira jatoba - sarrafo
ESPETEIRO MADEIRA SERRADA EM RIPAS,"['ESPETEIRO', 'MADEIRA', 'SERRADA', 'EM', 'RIPAS']","[0, 0, 0, 0, 0]",espeteiro madeira serrada em ripas
ANDIROBA SERRADA(VIGA),"['ANDIROBA', 'SERRADA(VIGA)']","[0, 0]",andiroba serrada(viga)
MANILKARA HUBERI (DUCKE) CHEVALIER- MAÇARANDUBA- 29- VIGOTA,"['MANILKARA', 'HUBERI', '(DUCKE)', 'CHEVALIER-', 'MAÇARANDUBA-', '29-', 'VIGOTA']","[0, 0, 0, 0, 0, 0, 0]",manilkara huberi (ducke) chevalier- macaranduba- 29- vigota
MADEIRA DA ESPECIE IPE AMARELO SERRADO EM RIPAS,"['MADEIRA', 'DA', 'ESPECIE', 'IPE', 'AMARELO', 'SERRADO', 'EM', 'RIPAS']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira da especie ipe amarelo serrado em ripas
LINHA 20X5.5 MACARANDUBA 5.0MT,"['LINHA', '20X5.5', 'MACARANDUBA', '5.0MT']","[0, 0, 0, 0]",linha 20x5.5 macaranduba 5.0mt
PEQUIA SERRADO(TAIPAS),"['PEQUIA', 'SERRADO(TAIPAS)']","[0, 0]",pequia serrado(taipas)
TIMBORANA SERRADA EM PRANCHAO,"['TIMBORANA', 'SERRADA', 'EM', 'PRANCHAO']","[0, 0, 0, 0]",timborana serrada em pranchao
ANGELIM VERMELHO SERRADA EM VIGA,"['ANGELIM', 'VERMELHO', 'SERRADA', 'EM', 'VIGA']","[0, 0, 0, 0, 0]",angelim vermelho serrada em viga
"SAPUCAIA SERRADA EM BLOCO,/QUAD/FILE","['SAPUCAIA', 'SERRADA', 'EM', 'BLOCO,/QUAD/FILE']","[0, 0, 0, 0]","sapucaia serrada em bloco,/quad/file"
MADEIRA SERRADA EM CAIBRO DA ESSENCIA - CASCA SECA,"['MADEIRA', 'SERRADA', 'EM', 'CAIBRO', 'DA', 'ESSENCIA', '-', 'CASCA', 'SECA']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em caibro da essencia - casca seca
GARAPEIRA 29 - MADEIRA SERRADA (VIGOTA),"['GARAPEIRA', '29', '-', 'MADEIRA', 'SERRADA', '(VIGOTA)']","[0, 0, 0, 0, 0, 0]",garapeira 29 - madeira serrada (vigota)
GUAJARA-BOLACHA SERRADA RIPAS,"['GUAJARA-BOLACHA', 'SERRADA', 'RIPAS']","[0, 0, 0]",guajara-bolacha serrada ripas
LINHA MASSARANDUBA 3 X 4 DE 2.50MT,"['LINHA', 'MASSARANDUBA', '3', 'X', '4', 'DE', '2.50MT']","[0, 0, 0, 0, 0, 0, 0]",linha massaranduba 3 x 4 de 2.50mt
"LINHA ANGELIM (5X18CM) 3X8 7,00MT","['LINHA', 'ANGELIM', '(5X18CM)', '3X8', '7,00MT']","[0, 0, 0, 0, 0]","linha angelim (5x18cm) 3x8 7,00mt"
TABUA MISTA 14,"['TABUA', 'MISTA', '14']","[0, 0, 0]",tabua mista 14
LINHA ANGELIM AMARGOSO 5X11 4 0M,"['LINHA', 'ANGELIM', 'AMARGOSO', '5X11', '4', '0M']","[0, 0, 0, 0, 0, 0]",linha angelim amargoso 5x11 4 0m
"ESTACA DE EUCALIPTO TRATADA 2,0 X 04 A 06 - EUCALPITO BARROTE","['ESTACA', 'DE', 'EUCALIPTO', 'TRATADA', '2,0', 'X', '04', 'A', '06', '-', 'EUCALPITO', 'BARROTE']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","estaca de eucalipto tratada 2,0 x 04 a 06 - eucalpito barrote"
JARANA SERRADA EM VIGOTA,"['JARANA', 'SERRADA', 'EM', 'VIGOTA']","[0, 0, 0, 0]",jarana serrada em vigota
POSTE DE EUCALIPTO 3M 30CM A 40CM NO PE REFLORESTAMENTO,"['POSTE', 'DE', 'EUCALIPTO', '3M', '30CM', 'A', '40CM', 'NO', 'PE', 'REFLORESTAMENTO']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",poste de eucalipto 3m 30cm a 40cm no pe reflorestamento
BARROTE 5X6 GUAJARA 4.00MT,"['BARROTE', '5X6', 'GUAJARA', '4.00MT']","[0, 0, 0, 0]",barrote 5x6 guajara 4.00mt
MADEIRA SERRADA EM SARRAFO DA ESPECIE MAÇARANDUBA,"['MADEIRA', 'SERRADA', 'EM', 'SARRAFO', 'DA', 'ESPECIE', 'MAÇARANDUBA']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada em sarrafo da especie macaranduba
ANDIROBA MADEIRA SERRADA VIGA,"['ANDIROBA', 'MADEIRA', 'SERRADA', 'VIGA']","[0, 0, 0, 0]",andiroba madeira serrada viga
PEQUIARANA SERRADA EM TABUA TAIPA,"['PEQUIARANA', 'SERRADA', 'EM', 'TABUA', 'TAIPA']","[0, 0, 0, 0, 0]",pequiarana serrada em tabua taipa
"LINHA OU VIRGA GUAJARA 5,5 X 15","['LINHA', 'OU', 'VIRGA', 'GUAJARA', '5,5', 'X', '15']","[0, 0, 0, 0, 0, 0, 0]","linha ou virga guajara 5,5 x 15"
ANGELIM-VERMELHO MADEIRA SERR EM VIGA,"['ANGELIM-VERMELHO', 'MADEIRA', 'SERR', 'EM', 'VIGA']","[0, 0, 0, 0, 0]",angelim-vermelho madeira serr em viga
MADEIRA SERRADA DA ESPECIE JATOBA EM RIPAS,"['MADEIRA', 'SERRADA', 'DA', 'ESPECIE', 'JATOBA', 'EM', 'RIPAS']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada da especie jatoba em ripas
"CX PORTA 0,80 X 2,10M+","['CX', 'PORTA', '0,80', 'X', '2,10M+']","[0, 0, 0, 0, 0]","cx porta 0,80 x 2,10m+"
LOURO 7G 20UND,"['LOURO', '7G', '20UND']","[0, 0, 0]",louro 7g 20und
MADEIRA BENEFICIADA DA ESPECIE POPULAR CUPIUBA EM PORTAIS/ADUELAS,"['MADEIRA', 'BENEFICIADA', 'DA', 'ESPECIE', 'POPULAR', 'CUPIUBA', 'EM', 'PORTAIS/ADUELAS']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira beneficiada da especie popular cupiuba em portais/aduelas
TIMBORANA - MADEIRA BENEFICIADA PISOS E ASSOALHOS ( LARGURA 20CM ),"['TIMBORANA', '-', 'MADEIRA', 'BENEFICIADA', 'PISOS', 'E', 'ASSOALHOS', '(', 'LARGURA', '20CM', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",timborana - madeira beneficiada pisos e assoalhos ( largura 20cm )
LINHA ANGELIM AMARGOSO 5X11 2 5M,"['LINHA', 'ANGELIM', 'AMARGOSO', '5X11', '2', '5M']","[0, 0, 0, 0, 0, 0]",linha angelim amargoso 5x11 2 5m
DECK DE IPE,"['DECK', 'DE', 'IPE']","[0, 0, 0]",deck de ipe
PORTA DE COZINHA DE JATOBA 2.10 X 84 CXD,"['PORTA', 'DE', 'COZINHA', 'DE', 'JATOBA', '2.10', 'X', '84', 'CXD']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",porta de cozinha de jatoba 2.10 x 84 cxd
"BARROTE 5X5 1,00MT","['BARROTE', '5X5', '1,00MT']","[0, 0, 0]","barrote 5x5 1,00mt"
MADEIRA MISTA SARRAFO M3,"['MADEIRA', 'MISTA', 'SARRAFO', 'M3']","[0, 0, 0, 0]",madeira mista sarrafo m3
GUAJARA-BOLACHA MADEIRA SERR EM VIGA,"['GUAJARA-BOLACHA', 'MADEIRA', 'SERR', 'EM', 'VIGA']","[0, 0, 0, 0, 0]",guajara-bolacha madeira serr em viga
PEQUIARANA SERRADO EM CAIBRO,"['PEQUIARANA', 'SERRADO', 'EM', 'CAIBRO']","[0, 0, 0, 0]",pequiarana serrado em caibro
"STOP DE MACARANDUBA 1.08X15X0,3CM","['STOP', 'DE', 'MACARANDUBA', '1.08X15X0,3CM']","[0, 0, 0, 0]","stop de macaranduba 1.08x15x0,3cm"
MADEIRA SERRADA DA ESPECIE TAUARI SARRAFOS,"['MADEIRA', 'SERRADA', 'DA', 'ESPECIE', 'TAUARI', 'SARRAFOS']","[0, 0, 0, 0, 0, 0]",madeira serrada da especie tauari sarrafos
LINHA MACARANDUBA,"['LINHA', 'MACARANDUBA']","[0, 0]",linha macaranduba
MACARANDUBA - 50 PRODUTO ACABADO (PORTAIS),"['MACARANDUBA', '-', '50', 'PRODUTO', 'ACABADO', '(PORTAIS)']","[0, 0, 0, 0, 0, 0]",macaranduba - 50 produto acabado (portais)
"TABUA - PEQUIA (CARYOCAR VILLOSUM) BRUTO, NORMAL, FAS, AD, .","['TABUA', '-', 'PEQUIA', '(CARYOCAR', 'VILLOSUM)', 'BRUTO,', 'NORMAL,', 'FAS,', 'AD,', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","tabua - pequia (caryocar villosum) bruto, normal, fas, ad, ."
ANGELIN PEDRA SERRADO,"['ANGELIN', 'PEDRA', 'SERRADO']","[0, 0, 0]",angelin pedra serrado
MADEIRA SERRADA EM TÁBUA DA ESPECIE - QUARUBA,"['MADEIRA', 'SERRADA', 'EM', 'TÁBUA', 'DA', 'ESPECIE', '-', 'QUARUBA']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em tabua da especie - quaruba
PEQUIARANA SERRADA EM CAIBROS,"['PEQUIARANA', 'SERRADA', 'EM', 'CAIBROS']","[0, 0, 0, 0]",pequiarana serrada em caibros
ANGELIM AMARGOSO SERRADO EM VIGOTA,"['ANGELIM', 'AMARGOSO', 'SERRADO', 'EM', 'VIGOTA']","[0, 0, 0, 0, 0]",angelim amargoso serrado em vigota
MADEIRA SERRADA CAIBRO LOURO,"['MADEIRA', 'SERRADA', 'CAIBRO', 'LOURO']","[0, 0, 0, 0]",madeira serrada caibro louro
CASCA SECA MADEIRA SERRADA EM (VIGA),"['CASCA', 'SECA', 'MADEIRA', 'SERRADA', 'EM', '(VIGA)']","[0, 0, 0, 0, 0, 0]",casca seca madeira serrada em (viga)
TABUA MISTA 23CM 2.5,"['TABUA', 'MISTA', '23CM', '2.5']","[0, 0, 0, 0]",tabua mista 23cm 2.5
MADEIRA SERRADA VIGA DA ESPECIE MAÇARANDUBA,"['MADEIRA', 'SERRADA', 'VIGA', 'DA', 'ESPECIE', 'MAÇARANDUBA']","[0, 0, 0, 0, 0, 0]",madeira serrada viga da especie macaranduba
TAXI BRANCO SERRADO CAIBRO,"['TAXI', 'BRANCO', 'SERRADO', 'CAIBRO']","[0, 0, 0, 0]",taxi branco serrado caibro
PORTA DE TIMBORANA 80CM COM JANELA,"['PORTA', 'DE', 'TIMBORANA', '80CM', 'COM', 'JANELA']","[0, 0, 0, 0, 0, 0]",porta de timborana 80cm com janela
SERINGARANA MAD. SERRADA EM VIGAS,"['SERINGARANA', 'MAD.', 'SERRADA', 'EM', 'VIGAS']","[0, 0, 0, 0, 0]",seringarana mad. serrada em vigas
MADEIRA SERRADA EM CAIBRO DA ESSENCIA - AMAPA,"['MADEIRA', 'SERRADA', 'EM', 'CAIBRO', 'DA', 'ESSENCIA', '-', 'AMAPA']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em caibro da essencia - amapa
MADEIRA SERRADA EM BARROTE,"['MADEIRA', 'SERRADA', 'EM', 'BARROTE']","[0, 0, 0, 0]",madeira serrada em barrote
LINHA CUPIUBA 5 X 14 DE 2.50,"['LINHA', 'CUPIUBA', '5', 'X', '14', 'DE', '2.50']","[0, 0, 0, 0, 0, 0, 0]",linha cupiuba 5 x 14 de 2.50
CASCA SECA MAD. SERRADA EM VIGAS,"['CASCA', 'SECA', 'MAD.', 'SERRADA', 'EM', 'VIGAS']","[0, 0, 0, 0, 0, 0]",casca seca mad. serrada em vigas
GUARIUBA SERRADA EM VIGOTA,"['GUARIUBA', 'SERRADA', 'EM', 'VIGOTA']","[0, 0, 0, 0]",guariuba serrada em vigota
LINHA MISTA 5 X 19,"['LINHA', 'MISTA', '5', 'X', '19']","[0, 0, 0, 0, 0]",linha mista 5 x 19
"CX DE PORTA YPEUBA 0,70X2,10X0,13","['CX', 'DE', 'PORTA', 'YPEUBA', '0,70X2,10X0,13']","[0, 0, 0, 0, 0]","cx de porta ypeuba 0,70x2,10x0,13"
LINHA 3X5 QUARUBATINGA,"['LINHA', '3X5', 'QUARUBATINGA']","[0, 0, 0]",linha 3x5 quarubatinga
MADEIRA DA ESPECIE JATOBA (HYMENAEA COUR,"['MADEIRA', 'DA', 'ESPECIE', 'JATOBA', '(HYMENAEA', 'COUR']","[0, 0, 0, 0, 0, 0]",madeira da especie jatoba (hymenaea cour
"TABUA - QUARUBARANA (ERISMA UNCINATUM) BRUTO, NORMAL, FAS, AD, .","['TABUA', '-', 'QUARUBARANA', '(ERISMA', 'UNCINATUM)', 'BRUTO,', 'NORMAL,', 'FAS,', 'AD,', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","tabua - quarubarana (erisma uncinatum) bruto, normal, fas, ad, ."
PARAFUSO P/ TELHA,"['PARAFUSO', 'P/', 'TELHA']","[0, 0, 0]",parafuso p/ telha
MADEIRA SERRADA TIPO PRANCHAO ESP FAVEIRA STRYPHNODENDRON PULCHERRIMUM (WILLD.) HOCHR.,"['MADEIRA', 'SERRADA', 'TIPO', 'PRANCHAO', 'ESP', 'FAVEIRA', 'STRYPHNODENDRON', 'PULCHERRIMUM', '(WILLD.)', 'HOCHR.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada tipo pranchao esp faveira stryphnodendron pulcherrimum (willd.) hochr.
LOURO CANELA SERRADA PR,"['LOURO', 'CANELA', 'SERRADA', 'PR']","[0, 0, 0, 0]",louro canela serrada pr
MADEIRA SERRADA NA ESPECIE CAJU-RIPA,"['MADEIRA', 'SERRADA', 'NA', 'ESPECIE', 'CAJU-RIPA']","[0, 0, 0, 0, 0]",madeira serrada na especie caju-ripa
MADEIRA INDUSTRIALIZADA NA ESPECIE CUMARU - ASSOALHO APLAINADO EM 4 FACES.,"['MADEIRA', 'INDUSTRIALIZADA', 'NA', 'ESPECIE', 'CUMARU', '-', 'ASSOALHO', 'APLAINADO', 'EM', '4', 'FACES.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira industrializada na especie cumaru - assoalho aplainado em 4 faces.
TIMBORANA 27 - MADEIRA SERRADA (TABUA),"['TIMBORANA', '27', '-', 'MADEIRA', 'SERRADA', '(TABUA)']","[0, 0, 0, 0, 0, 0]",timborana 27 - madeira serrada (tabua)
MATAMATA MADEIRA SERRADA EM SARRAFOS,"['MATAMATA', 'MADEIRA', 'SERRADA', 'EM', 'SARRAFOS']","[0, 0, 0, 0, 0]",matamata madeira serrada em sarrafos
MADEIRA SERRADA EM PRANCHAS DA ESSENCIA JARANA(HOLOPYXIDIUM JARANA),"['MADEIRA', 'SERRADA', 'EM', 'PRANCHAS', 'DA', 'ESSENCIA', 'JARANA(HOLOPYXIDIUM', 'JARANA)']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em pranchas da essencia jarana(holopyxidium jarana)
MADEIRA SERRADA EM PRANCHAS DA ESSENCIA ANGELIM(HYMENOLOBIUM PETRAEUM DUCKE),"['MADEIRA', 'SERRADA', 'EM', 'PRANCHAS', 'DA', 'ESSENCIA', 'ANGELIM(HYMENOLOBIUM', 'PETRAEUM', 'DUCKE)']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira serrada em pranchas da essencia angelim(hymenolobium petraeum ducke)
MADEIRA SERRADA EM RIPAS NA ESPÉCIE JATOBÁ,"['MADEIRA', 'SERRADA', 'EM', 'RIPAS', 'NA', 'ESPÉCIE', 'JATOBÁ']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada em ripas na especie jatoba
ANGELIM VERMELHO SERRADO EM CAIBRO,"['ANGELIM', 'VERMELHO', 'SERRADO', 'EM', 'CAIBRO']","[0, 0, 0, 0, 0]",angelim vermelho serrado em caibro
MADEIRA SERRADA EM TÁBUAS NA ESPÉCIE FREIJÓ,"['MADEIRA', 'SERRADA', 'EM', 'TÁBUAS', 'NA', 'ESPÉCIE', 'FREIJÓ']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada em tabuas na especie freijo
ANGELIM-PEDRA - SERRADO EM PRANCHAO,"['ANGELIM-PEDRA', '-', 'SERRADO', 'EM', 'PRANCHAO']","[0, 0, 0, 0, 0]",angelim-pedra - serrado em pranchao
"POSTE DE EUCALIPTO TRATADA 6,0 X 14 A 16 - EUCALPITO BARROTE","['POSTE', 'DE', 'EUCALIPTO', 'TRATADA', '6,0', 'X', '14', 'A', '16', '-', 'EUCALPITO', 'BARROTE']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","poste de eucalipto tratada 6,0 x 14 a 16 - eucalpito barrote"
ANGELIM VERMELHO SERRADA EM VIGAS,"['ANGELIM', 'VERMELHO', 'SERRADA', 'EM', 'VIGAS']","[0, 0, 0, 0, 0]",angelim vermelho serrada em vigas
JATOBA 25 MADEIRA SERRADA (PRANCHAO),"['JATOBA', '25', 'MADEIRA', 'SERRADA', '(PRANCHAO)']","[0, 0, 0, 0, 0]",jatoba 25 madeira serrada (pranchao)
"LINHA MISTA 5X11 3,5 MT","['LINHA', 'MISTA', '5X11', '3,5', 'MT']","[0, 0, 0, 0, 0]","linha mista 5x11 3,5 mt"
MADEIRA DE MACARANDUBA SERRADO EM SARRAFO EM CAIBRO,"['MADEIRA', 'DE', 'MACARANDUBA', 'SERRADO', 'EM', 'SARRAFO', 'EM', 'CAIBRO']","[0, 0, 0, 0, 0, 0, 0, 0]",madeira de macaranduba serrado em sarrafo em caibro
"BARROTE 7X5 CM MACARANDUBA MT 2,50 MT","['BARROTE', '7X5', 'CM', 'MACARANDUBA', 'MT', '2,50', 'MT']","[0, 0, 0, 0, 0, 0, 0]","barrote 7x5 cm macaranduba mt 2,50 mt"
"TABUA PEQUIA 2,2 X 10CM 3,5M","['TABUA', 'PEQUIA', '2,2', 'X', '10CM', '3,5M']","[0, 0, 0, 0, 0, 0]","tabua pequia 2,2 x 10cm 3,5m"
TELHA IMBRALIT 6MM 1.10 X 2.44,"['TELHA', 'IMBRALIT', '6MM', '1.10', 'X', '2.44']","[0, 0, 0, 0, 0, 0]",telha imbralit 6mm 1.10 x 2.44
MADEIRA SERRADA NA ESPECIE CUPIUBA- VIGOTA,"['MADEIRA', 'SERRADA', 'NA', 'ESPECIE', 'CUPIUBA-', 'VIGOTA']","[0, 0, 0, 0, 0, 0]",madeira serrada na especie cupiuba- vigota
"LINHA ANGELIM VERMELHO 5X11 4,5M","['LINHA', 'ANGELIM', 'VERMELHO', '5X11', '4,5M']","[0, 0, 0, 0, 0]","linha angelim vermelho 5x11 4,5m"
"FRECHAL ANGELIM 5X4 CM 5,50MT","['FRECHAL', 'ANGELIM', '5X4', 'CM', '5,50MT']","[0, 0, 0, 0, 0]","frechal angelim 5x4 cm 5,50mt"
MADEIRA SERRADA DA ESPECIE CUMARU TIPO 00024,"['MADEIRA', 'SERRADA', 'DA', 'ESPECIE', 'CUMARU', 'TIPO', '00024']","[0, 0, 0, 0, 0, 0, 0]",madeira serrada da especie cumaru tipo 00024
BARROTE 5X6 GUAJARA 5.50MT,"['BARROTE', '5X6', 'GUAJARA', '5.50MT']","[0, 0, 0, 0]",barrote 5x6 guajara 5.50mt
JATOBA MADEIRA SERRADA PRANCHAO DESDOBRADO,"['JATOBA', 'MADEIRA', 'SERRADA', 'PRANCHAO', 'DESDOBRADO']","[0, 0, 0, 0, 0]",jatoba madeira serrada pranchao desdobrado
QUARUBA SERRADA EM RIPA,"['QUARUBA', 'SERRADA', 'EM', 'RIPA']","[0, 0, 0, 0]",quaruba serrada em ripa
MADEIRA BENEFICIADA EM PRODUTO ACABADO (LAMBRIS ) DA ESSENCIA - JATOBA,"['MADEIRA', 'BENEFICIADA', 'EM', 'PRODUTO', 'ACABADO', '(LAMBRIS', ')', 'DA', 'ESSENCIA', '-', 'JATOBA']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",madeira beneficiada em produto acabado (lambris ) da essencia - jatoba
"LINHA MISTA 5X9 3,5 MT","['LINHA', 'MISTA', '5X9', '3,5', 'MT']","[0, 0, 0, 0, 0]","linha mista 5x9 3,5 mt"
"LINHA 5X6 ANGELIM 8,00MT","['LINHA', '5X6', 'ANGELIM', '8,00MT']","[0, 0, 0, 0]","linha 5x6 angelim 8,00mt"
LINHA 5X14 MISTA/GUAJARA - METRO,"['LINHA', '5X14', 'MISTA/GUAJARA', '-', 'METRO']","[0, 0, 0, 0, 0]",linha 5x14 mista/guajara - metro
SERRADO TIPO FRECHAL 6CMX5CMX5M DUCKE,"['SERRADO', 'TIPO', 'FRECHAL', '6CMX5CMX5M', 'DUCKE']","[0, 0, 0, 0, 0]",serrado tipo frechal 6cmx5cmx5m ducke
BOLA DE CEDRO ANTI MOFO - TRACA - BOLOR - 50 UNIDADES,"['BOLA', 'DE', 'CEDRO', 'ANTI', 'MOFO', '-', 'TRACA', '-', 'BOLOR', '-', '50', 'UNIDADES']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",bola de cedro anti mofo - traca - bolor - 50 unidades
TIMBORANA-MADEIRA SERRADA EM (PRANCHA),"['TIMBORANA-MADEIRA', 'SERRADA', 'EM', '(PRANCHA)']","[0, 0, 0, 0]",timborana-madeira serrada em (prancha)
